Date,Month,FuturePrice,Last Future,Price Move,Gross Withdrawals,Gross Withdrawals from Gas Wells,Gross Withdrawals from Oil Wells,Gross Withdrawals from Shale Gas,Gross Withdrawals from Coalbed Wells,Repressuring,Nonhydrocarbon Gases Removed from Natural Gas,Vented and Flared,Marketed Production,Plant Liquids Production (Million Cubic Feet),Dry Production,Delivered to Consumers,Residential Consumption,Deliveries to Commercial Consumers,Industrial Consumption,Vehicle Fuel Consumption,Deliveries to Electric Power Consumers,Delta Gross Withdraw,Delta Withdraws from Gas Wells,Delta Withdraw from Oil Wells,Delta Withdrawals from Shale Gas,Delta Withdrawals from Coalbed Wells,Delta Repressuring,Delta Nonhydrocarbon Gases Removed,Delta Vented and Flared,Delta Marketed Production,Delta Plant Liquids Production,Delta Dry Production,Delta Delivered to Consumers,Delta Residential Consumption,Delta Deliveries to Commercial,Delta Industrial Consumption,Delta Vehicle Fuel Consumption,Delta Deliveries to Electric Power,Imports,Pipeline Imports,Liquefied Imports,Exports,Pipeline Exports,Liquefied Exports,Working Storage,Net Withdraws,Delta Imports,Delta Pipeline Imports,Delta Liquefied Imports,Delta Exports,Delta Pipeline Exports,Delta Liquefied Exports,Delta Working Storage,Delta Net Withdraws,Non-Comm Net Stded,Delta Non-Comm Net,HDD Region 1,HDD Region 2,HDD Region 3,HDD Region 4,HDD Region 5,HDD Region 6,HDD Region 7,HDD Region 8,HDD Region 9,HDD CONUS,HDD Delta Avg Region 1,HDD Delta Avg Region 2,HDD Delta Avg Region 3,HDD Delta Avg Region 4,HDD Delta Avg Region 5,HDD Delta Avg Region 6,HDD Delta Avg Region 7,HDD Delta Avg Region 8,HDD Delta Avg Region 9,HDD Delta Avg CONUS,
1-Aug-2018,8,2.852,2.782,0.07,3206177,672050,358328,2092618,83182,273392,23908,53278,2855600,193315,2662285,2100482,99781,142976,667914,4282,1185530,436507,154202,-116766,398252,820,23589,2925,30574,379420,32447,346973,196370,-4054,5748,30979,188,163511,237025,231529,5473,311449,219909,91526,2616841,-235365,-10863,-8468,-2389,64147,18076,46058,-633055,-39740,-41932,40124,0,0,0.1,0.2,0,0,0,0.3,0.3,0,-0.28,-0.24,-0.2,-0.14,0,0,0,0.08,0.16,-0.1,
1-Sep-2018,9,3.082,2.852,0.23,3153978,648863,365071,2059835,80209,287058,22905,35198,2808817,190148,2618670,1949898,112317,146602,657035,4144,1029799,390693,148676,-139479,382012,-517,10293,748,9047,370604,31747,338859,212197,-2191,1774,41891,182,170539,214074,210896,3154,301742,220355,81381,2950368,-334064,-15370,-15873,504,52826,26172,26648,-616860,-17529,-23830,18101,2.9,2,2.4,3.6,0.1,0.1,0.1,2.4,1.8,1.5,-0.26,-0.52,-0.06,1.14,-0.22,-0.26,0.08,-0.16,0.36,0.02,
1-Oct-2018,10,3.187,3.082,0.105,3314676,668904,379974,2183049,82749,301185,15052,59189,2939250,198978,2740273,2069201,255318,237370,684417,4282,887814,403303,142074,-154937,416565,-398,153,-6596,34751,374995,32388,342608,230236,50231,36687,27859,188,115271,215128,209023,6075,306653,216758,89886,3236255,-290522,-26210,-29836,3618,26878,17182,9691,-580242,-43071,-3206,20624,14.6,12.3,14.3,16.2,4.4,5.9,3.1,11.3,4.5,8.7,3.46,2.38,3.42,4.38,0.98,1.4,1.66,2.38,0.08,1.98,
1-Nov-2018,11,4.262,3.187,1.075,3259912,642685,401997,2136395,78835,311098,12065,42651,2894098,195921,2698177,2488282,598977,386256,735954,4144,762951,362909,146216,-132031,348583,141,13736,-8097,21944,335327,29688,305640,332477,131248,63824,40428,182,96795,212486,209652,2805,337789,230180,107585,3030079,204881,-27828,-24254,-3573,50062,22573,27485,-679184,118901,27545,30751,26.8,25.7,30.2,33,13,18.6,12.3,21.9,10.6,19.7,3.24,3.36,5.8,7.18,2.08,3.94,3.86,2.92,-1.04,3.02,
1-Dec-2018,12,2.94,4.262,-1.322,3391473,660804,420344,2229941,80384,330530,25359,59670,2975914,201460,2774454,2759042,765580,459067,767892,4282,762221,366054,141677,-126239,352680,-2065,12599,5074,35137,313244,30703,282540,-99467,-56310,-27739,7203,188,-22808,257148,242347,14771,363806,240989,122795,2708318,320339,-17330,-21236,3907,63668,23468,40191,-324284,-374409,5374,-22171,32.4,29.6,31.6,35,15.5,19.8,14.7,28.4,17.3,23.4,0.64,0.04,-2.74,-3.02,1.34,-0.08,-0.24,-0.28,-0.2,-0.28,
1-Jan-2019,1,2.95,2.94,0.01,3376735,644510,423126,2231082,78018,331494,24865,45547,2974830,207962,2766868,3161732,953787,554325,800585,4515,848519,383557,-20572,31680,380402,-7952,6283,4315,16445,356515,30711,325805,53998,-27489,355,18379,233,62518,290886,276363,14482,364787,237813,126957,1993997,708614,-9005,-6860,-2158,64553,10055,54494,-146560,-187440,133,-5241,38.6,37,41.6,43.5,18.4,23.6,17,28.6,16.6,27.5,0.12,-0.66,0.46,1.22,-2.02,-2.94,-1.18,0.74,0.84,-0.6,
1-Feb-2019,2,2.855,2.95,-0.095,3056916,585129,367432,2034214,70141,290293,23048,38326,2705249,189116,2516133,2783640,809132,472246,718873,4078,779310,305701,-26369,9204,329625,-6759,-5628,4040,16388,290901,25672,265228,276555,119245,48043,19767,211,89288,233344,225750,7555,329954,227074,102866,1426210,568145,-4073,-4867,784,54302,25106,29182,-246453,101228,-40779,-40912,36.4,33.7,37.2,45.2,13.1,15.8,12.5,30.4,22.5,25.6,-0.9,-1.46,-1.42,5.6,-2.8,-5,-0.6,7.26,8.54,0.98,
1-Mar-2019,3,2.74,2.855,-0.115,3383042,639820,401333,2264257,77632,307935,24354,41945,3008808,210337,2798471,2680848,688517,424232,750058,4515,813526,313758,-29400,1662,348790,-7293,-7432,-781,17380,304591,27270,277320,104843,29128,6288,12195,233,56998,252989,249443,3499,373539,242696,130814,1184891,245243,-17773,-14805,-2974,82071,42795,39272,-205389,-39790,-20004,20775,31,28.6,30.7,32.1,12,16,9.8,20.7,15,20.4,-0.34,-0.32,2.66,5.68,0.54,2.42,3.02,3.54,3.38,2.18,
1-Apr-2019,4,2.575,2.74,-0.165,3315270,617631,401160,2221029,75450,305880,24790,58755,2925844,204537,2721306,1994279,328581,246547,675101,4370,739680,339162,-29238,22588,351167,-5355,-5159,699,30318,313303,27676,285625,-153810,-112267,-55294,-22237,226,35761,206559,203685,2842,338213,211083,127102,1559402,-382067,-35705,-35410,-289,59272,17856,41418,132602,-350296,-55624,-35620,17.3,13.8,15.5,14.9,3.6,5.1,2.7,11.4,8.3,9.4,-2.14,-2.94,-0.92,-1.54,-1.16,-0.62,0.06,-1.2,-0.44,-1.12,
1-May-2019,5,2.582,2.575,0.007,3424018,630261,401362,2314917,77479,310097,22697,44779,3046445,212968,2833477,1912779,212408,184887,674882,4515,836087,325460,-38821,22308,348238,-6264,-3637,253,13066,315778,28111,287667,56923,43389,21139,4160,233,-11998,207651,207613,9,368568,223633,144913,2031031,-471898,-19517,-16875,-2644,96452,46344,50116,183577,-48838,-68022,-12398,9.7,6,6.8,8.3,0.5,0.8,0.4,8.7,7,4.8,1.86,0.18,0.9,2.46,-0.6,-0.58,-0.04,2.34,1.98,0.76,
1-Jun-2019,6,2.308,2.582,-0.274,3299794,608327,365243,2251907,74317,267613,23483,52394,2956304,206667,2749637,1902995,129214,144653,634196,4370,990562,327056,-34422,37867,329643,-6033,6631,-347,20421,300350,26868,273483,35548,9970,2252,-14908,226,38008,201163,201133,5,360226,218249,141956,2460748,-431260,-27306,-24404,-2899,98231,29818,68421,265521,-82708,-126210,-58188,1.9,1.3,1.1,0.9,0,0,0,2.1,1.7,0.8,-0.32,0.18,0.52,0.38,-0.04,-0.04,0,1.06,0.14,0.16,
1-Jul-2019,7,2.137,2.308,-0.171,3395984,602982,338255,2378255,76492,264686,11011,48589,3071698,214733,2856964,2162450,111761,141950,649556,4515,1254667,257742,-63275,-5183,332386,-6187,2834,-13345,-4299,272552,25240,247311,23413,5843,4376,-18192,233,31153,230407,227550,2832,393400,236515,156865,2714197,-254094,-16605,-13832,-2770,87403,28779,58625,332928,-67716,-148798,-22589,0,0,0,0,0,0,0,0,0.5,0,-0.12,-0.04,-0.16,-0.16,0,0,0,-0.1,0.2,-0.02,
1-Aug-2019,8,2.202,2.137,0.065,3448106,624041,343969,2403284,76812,231063,22438,48221,3146384,219954,2926429,2197474,101894,140788,672373,4515,1277904,241929,-48009,-14359,310666,-6370,-42329,-1470,-5057,290784,26639,264144,96992,2113,-2188,4459,233,92374,220076,217167,2886,384983,246391,138578,2997810,-285647,-16949,-14362,-2587,73534,26482,47052,380969,-50282,-143693,5105,0.4,0.2,0.2,0.4,0,0,0,0.1,0.2,0.1,0.16,0,-0.04,0.08,0,0,0,-0.16,0,0.02,
1-Sep-2019,9,2.503,2.202,0.301,3396571,618881,353321,2350433,73936,273099,23578,43360,3056535,213673,2842862,1982049,109841,143158,643905,4370,1080775,242593,-29982,-11750,290598,-6273,-13959,673,8162,247718,23525,224192,32151,-2476,-3444,-13130,226,50976,208286,208264,0,394511,234222,160274,3414939,-419150,-5788,-2632,-3154,92769,13867,78893,464571,-85086,-109149,34544,3.6,1.7,0.8,1.8,0.1,0,0,2.6,2.2,1.1,0.96,-0.26,-1.48,-0.94,-0.1,-0.32,-0.04,0.1,0.68,-0.26,
1-Oct-2019,10,2.597,2.503,0.094,3551970,630510,385424,2460040,75996,299941,24353,41527,3186150,222734,2963416,2072599,231696,216141,683580,4515,936668,237294,-38394,5450,276991,-6753,-1244,9301,-17662,246900,23756,223143,3398,-23622,-21229,-837,233,48854,210537,204977,5532,425775,247781,177966,3762043,-345754,-4591,-4046,-543,119122,31023,88080,525788,-55232,-153242,-44093,12.1,9.9,12.9,17.4,2.5,4.8,3.9,14.5,6.8,8.4,0.6,-0.36,1.7,5.24,-0.98,0.24,2.28,5.76,2.7,1.6,
1-Nov-2019,11,2.47,2.597,-0.127,3509293,607175,402720,2426542,72856,312524,22767,40075,3133926,219084,2914843,2535754,589075,388823,734619,4370,818868,249381,-35510,723,290147,-5979,1426,10702,-2576,239828,23163,216666,47472,-9902,2567,-1335,226,55917,223765,220952,2781,441944,251305,190610,3610029,149678,11279,11300,-24,104155,21125,83025,579950,-55203,-151898,1345,27.3,26.3,29.6,30.1,12.9,18.5,11.1,20.2,11.3,19.5,3.54,3.8,4.68,3.46,1.88,3.7,2.56,0.78,-0.1,2.64,
1-Dec-2019,12,2.189,2.47,-0.281,3622512,624021,420205,2504871,73415,327300,24505,35962,3234746,226132,3008614,2904407,752613,456817,778934,4515,911529,231039,-36783,-139,274930,-6969,-3230,-854,-23708,258832,24672,234160,145365,-12967,-2250,11042,233,149308,256053,245539,10481,481757,261086,220646,3188243,418470,-1095,3192,-4290,117951,20097,97851,479925,98131,-156578,-4680,33.6,31.1,30.7,34.9,14.1,18,13.2,27.7,17.8,22.8,2.36,2.06,-2.12,-1.12,-0.2,-1.34,-0.8,-0.42,0.44,-0.28,
1-Jan-2020,1,1.934,2.189,-0.255,3596775,617235,431134,2474989,73418,332253,22567,47778,3194177,239740,2954437,3030214,824836,490676,779219,4161,931322,220040,-27275,8008,243907,-4600,759,-2298,2231,219347,31778,187569,-131518,-128951,-63649,-21366,-354,82803,262080,248824,13218,510444,260106,250305,2616176,570627,-28806,-27539,-1264,145657,22293,123348,622179,-137987,-178450,-21872,32.7,30.7,33.5,38.9,15.3,19.7,13.2,27.3,17.4,23.7,-5.26,-6.04,-6.34,-2.62,-4,-5.12,-4.32,-0.84,0.84,-3.72,
1-Feb-2020,2,1.847,1.934,-0.087,3363434,573906,403043,2318148,68336,314927,22412,41479,2984616,224011,2760605,2791073,737107,447569,723736,3893,878768,306518,-11223,35611,283934,-1805,24634,-636,3153,279367,34895,244472,7433,-72025,-24677,4863,-185,99458,238328,232624,5689,454245,228425,225786,2080883,535513,4984,6874,-1866,124291,1351,122920,654673,-32632,-166248,12202,32.5,30.3,35.8,38,14.2,19.7,14.1,28.3,15.4,23.6,-3.98,-3.66,-0.86,-1.04,-0.84,0.68,1.96,4.04,-0.08,-0.44,
1-Mar-2020,3,1.64,1.847,-0.207,3582414,603824,417659,2488811,72120,318207,22619,45352,3196236,239894,2956342,2458627,526809,339081,709668,4161,878908,199372,-35996,16326,224554,-5512,10272,-1735,3407,187428,29557,157871,-222221,-161708,-85151,-40390,-354,65382,213231,210337,2860,497437,253130,244269,2029360,49153,-39758,-39106,-639,123898,10434,113455,844469,-196090,-80309,85938,24.9,21.8,23.3,23.6,7.5,8.9,4.1,20.4,16.7,15.8,-5.54,-6.24,-3.9,-2.66,-3.48,-4.36,-2.44,2.68,4.18,-2.18,
1-Apr-2020,4,1.794,1.64,0.154,3374224,563441,385921,2355822,69040,302964,23414,36004,3011842,226054,2785788,2016963,378049,238102,632860,4027,763925,58954,-54190,-15239,134793,-6410,-2916,-1376,-22751,85998,21517,64482,22684,49468,-8445,-42241,-343,24245,190049,186812,3214,420767,210266,210466,2332493,-306179,-16510,-16873,372,82554,-817,83364,773091,75888,-40534,39775,21.4,18.6,18.5,17.7,5.9,7.9,3.4,14.5,10.4,12.2,2.5,2.56,2.3,1.74,1.44,2.26,0.86,2.16,1.64,1.96,
1-May-2020,5,1.793,1.794,-0.001,3285105,547921,365286,2301916,69981,305561,22534,29973,2927037,219689,2707348,1853641,236578,162665,616282,4161,833954,-138913,-82340,-36076,-13001,-7498,-4536,-163,-14806,-119408,6721,-126129,-59138,24170,-22222,-58600,-354,-2133,186518,183681,2811,395472,212994,182438,2777585,-448006,-21133,-23932,2802,26904,-10639,37525,746554,23892,-46563,-6029,9.5,8.5,8.6,7.5,2.9,3.2,0.4,6,4.5,5.4,1.32,2.58,2.58,1.32,1.9,2.04,0.02,-0.9,-1.14,1.2,
1-Jun-2020,6,1.751,1.793,-0.042,3217496,542101,356418,2251186,67792,290611,23528,30356,2873001,215634,2657367,1917632,136117,131787,600130,4027,1045572,-82298,-66226,-8825,-721,-6525,22998,45,-22038,-83303,8967,-92270,14637,6903,-12866,-34066,-343,55010,187478,182571,4871,338486,229442,109002,3133096,-357949,-13685,-18562,4866,-21740,11193,-32954,672348,73311,-48139,-1576,1.7,1.2,0.7,0.3,0.1,0,0,2.1,2.2,0.8,-0.62,-0.06,0,-0.26,0.06,-0.04,0,0.98,0.62,0.14,
1-Jul-2020,7,1.8,1.751,0.049,3373594,567022,370385,2367335,68851,295566,23188,33508,3021331,226767,2794565,2256531,118132,129086,633048,4161,1372103,-22390,-35960,32130,-10920,-7641,30880,12177,-15081,-50367,12034,-62399,94081,6371,-12864,-16508,-354,117436,210419,206315,4083,349167,252930,96200,3293550,-161165,-19988,-21235,1251,-44233,16415,-60665,579353,92929,-14483,33656,0.1,0,0,0,0,0,0,0.1,0.7,0,-0.02,-0.02,-0.06,-0.08,0,0,0,0.02,0.34,0,
1-Aug-2020,8,2.489,1.8,0.689,3349817,552423,342178,2390049,65167,282587,22675,32975,3011580,226035,2785546,2172105,108819,131179,648179,4161,1279767,-98289,-71618,-1791,-13235,-11645,51524,237,-15246,-134804,6081,-140883,-25369,6925,-9609,-24194,-354,1863,211352,208445,2883,359159,246677,112462,3522216,-227495,-8724,-8722,-3,-25824,286,-26116,524406,58152,11077,25560,0.3,0.1,0.1,0.1,0,0,0,0.1,0.3,0,0.08,-0.08,-0.14,-0.26,0,0,0,-0.1,0.08,-0.08,
1-Sep-2020,9,2.561,2.489,0.072,3265272,536601,358360,2303833,66478,294886,22288,30530,2917569,218979,2698590,1955210,126524,143703,643206,4027,1037749,-131299,-82280,5039,-46600,-7458,21787,-1290,-12830,-138966,5306,-144272,-26839,16683,545,-699,-343,-43026,174225,172968,1241,395424,244279,151128,3839836,-323420,-34061,-35296,1241,913,10057,-9146,424897,95730,38184,27107,3.6,3.3,3.5,4.4,0.9,0.8,0.2,3.4,0.6,2.1,1.16,1.64,1.92,2.12,0.76,0.56,0.18,0.88,-1.18,0.9,
1-Oct-2020,10,3.019,2.561,0.458,3363756,543018,373468,2378988,68282,317333,22623,31973,2991827,224552,2767275,2094617,241924,208850,685673,4161,954009,-188214,-87492,-11956,-81052,-7714,17392,-1730,-9554,-194323,1818,-196141,22018,10228,-7291,2093,-354,17341,199306,199273,8,481621,258632,222963,3928504,-92406,-11231,-5704,-5524,55846,10851,44997,166461,253348,42157,3972,12.4,10.8,14.5,18,2.7,4.6,3.6,11,4.2,8.1,0.76,0.6,3.36,4.9,-0.6,0.12,1.38,0.9,-0.62,0.98,
1-Nov-2020,11,2.775,3.019,-0.244,3352374,545119,384752,2356395,66108,314833,23332,29681,2984528,224004,2760524,2205783,439827,293558,701137,4027,767235,-156919,-62056,-17968,-70147,-6748,2309,565,-10394,-149398,4920,-154319,-329971,-149248,-95265,-33482,-343,-51633,211736,208871,2846,528210,247493,280682,3931616,-3807,-12029,-12081,65,86266,-3812,90072,321587,-153485,20838,-21318,19.8,18.1,19.6,22.1,7.5,11.2,5.5,19.6,13.4,14,-4.28,-4.58,-5.14,-3.88,-3.22,-3.22,-2.7,0.38,1.88,-2.72,
1-Dec-2020,12,2.467,2.775,-0.308,3489506,556741,423381,2443818,65566,347262,23428,30115,3088701,231823,2856878,2907979,799589,453966,777587,4161,872676,-133006,-67280,3176,-61053,-7849,19962,-1077,-5847,-146045,5691,-151736,3572,46976,-2851,-1347,-354,-38853,266618,261108,5489,553176,248884,304263,3340981,587247,10565,15569,-4992,71419,-12202,83617,152738,168777,6791,-14047,31.1,30.4,32.7,35.1,17.8,22.8,15.2,29.5,16.9,24.2,-0.88,0.92,0.22,-0.86,3.72,3.84,1.28,1.16,-0.9,1.06,
1-Jan-2021,1,2.656,2.467,0.189,3506258,0,0,0,0,0,0,0,3110352,232119,2878233,3022541,877190,491592,782845,4515,866400,-90517,-617235,-431134,-2474989,-73418,-332253,-22567,-47778,-83825,-7621,-76204,-7673,52354,916,3626,354,-64922,284065,277665,6379,563515,258287,305196,2634964,707069,21985,28841,-6839,53071,-1819,54891,18788,136442,10288,3497,35.5,34.2,36.6,38,18.4,23.4,16.3,29,17.3,25.9,-0.58,-0.6,-1.46,-3.2,0.08,-0.04,0.1,0.78,0.06,-0.58,
1-Feb-2021,2,2.879,2.656,0.223,2923896,0,0,0,0,0,0,0,2586408,170806,2415603,2813316,865553,491668,664078,4078,787939,-439538,-573906,-403043,-2318148,-68336,-314927,-22412,-41479,-398208,-53205,-345002,22243,128446,44099,-59658,185,-90829,271877,266160,5694,424004,215579,208394,1858222,781427,33549,33536,5,-30241,-12846,-17392,-222661,245914,23542,13254,37,36.2,44.3,48.6,17.5,25.6,21.3,28.9,17.1,28.6,3.9,5.58,10.44,11.28,4.3,8.84,9.96,3.26,0.66,6.04,
1-Mar-2021,3,2.623,2.879,-0.256,3482323,0,0,0,0,0,0,0,3091762,229751,2862011,2367260,567757,354700,696093,4515,744195,-100091,-603824,-417659,-2488811,-72120,-318207,-22619,-45352,-104474,-10143,-94331,-91367,40948,15619,-13575,354,-134713,238724,237292,1409,595411,274352,321023,1800645,59001,25493,26955,-1451,97974,21222,76754,-228715,9848,-31690,-55232,26.7,23.9,22.1,21.6,9.2,10.3,6,21.8,16.6,16.5,-1.7,-2.02,-3.7,-4.28,-1.06,-2,0.34,2.98,2.32,-0.94,
1-Apr-2021,4,2.873,2.623,0.25,3408930,0,0,0,0,0,0,0,3035804,237528,2798276,2011340,338422,244253,670780,4369,753517,34706,-563441,-385921,-2355822,-69040,-302964,-23414,-36004,23962,11474,12488,-5623,-39627,6151,37920,342,-10408,208369,208342,8,564418,257571,306818,1974331,-174309,18320,21530,-3206,143651,47305,96352,-358162,131870,-51407,-19717,17,14.7,14.8,15.8,5.5,7.6,3.9,13.5,9.1,10.5,-2.32,-1.84,-2.1,-1.02,0.72,1.32,1,0.7,0,-0.24,
1-May-2021,5,2.913,2.873,0.04,3510356,0,0,0,0,0,0,0,3130208,245457,2884751,1869222,216003,181734,651217,4515,815753,225251,-547921,-365286,-2301916,-69981,-305561,-22534,-29973,203171,25768,177403,15581,-20575,19069,34935,354,-18201,204890,203194,1675,578132,263186,314922,2388060,-416080,18372,19513,-1136,182660,50192,132484,-389525,31926,-64238,-12831,8.4,7.6,8.2,7.3,2,2.5,0.7,7.1,5,5,-0.68,0.68,1.38,0.86,0.58,0.9,0.32,0.46,-0.36,0.42,
1-Jun-2021,6,3.63,2.913,0.717,3391187,0,0,0,0,0,0,0,3036055,238256,2797798,1987835,127979,141435,631993,4369,1082059,173691,-542101,-356418,-2251186,-67792,-290611,-23528,-30356,163054,22622,140431,70203,-8138,9648,31863,342,36487,207859,207835,11,539252,267857,271368,2582857,-248102,20381,25264,-4860,200766,38415,162366,-550239,109847,-72910,-8673,1.1,0.7,0.5,0.3,0,0,0,0.8,1.6,0.5,-0.86,-0.5,-0.14,-0.2,-0.04,-0.02,0,-0.62,-0.26,-0.2,
1-Jul-2021,7,3.971,3.63,0.341,3490995,0,0,0,0,0,0,0,3150909,244548,2906361,2145746,111676,141673,656899,4515,1230983,117401,-567022,-370385,-2367335,-68851,-295566,-23188,-33508,129578,17781,111796,-110785,-6456,12587,23851,354,-141120,227779,226033,1735,565564,265405,300143,2752440,-169799,17360,19718,-2348,216397,12475,203943,-541110,-8634,-95873,-22963,0.5,0.1,0,0.1,0,0,0,0,0.1,0,0.38,0.1,-0.02,0.06,0,0,0,-0.06,-0.36,0,
1-Aug-2021,8,4.377,3.971,0.406,3535467,0,0,0,0,0,0,0,3177040,249424,2927617,2167974,105451,140186,662008,4515,1255814,185650,-552423,-342178,-2390049,-65167,-282587,-22675,-32975,165460,23389,142071,-4131,-3368,9007,13829,354,-23953,220959,220929,22,563133,264857,298262,2915598,-159289,9607,12484,-2861,203974,18180,185800,-606618,68206,-100918,-5044,0.1,0.1,0,0.1,0,0,0,0.4,0.5,0,-0.18,-0.06,-0.18,-0.16,0,0,0,0.22,0.26,-0.06,
1-Sep-2021,9,5.841,4.377,1.464,3418490,0,0,0,0,0,0,0,3055221,240147,2815074,1887037,115713,148270,623899,4369,994786,153218,-536601,-358360,-2303833,-66478,-294886,-22288,-30530,137652,21168,116484,-68173,-10811,4567,-19307,342,-42963,220181,218922,1246,535162,250349,284813,3304682,-390410,45956,45954,5,139738,6070,133685,-535154,-66990,-107579,-6661,1.7,1.5,1.3,1.6,0.2,0.5,0,2.5,1.6,1.1,-1.04,-0.58,-0.7,-1.2,-0.1,0.16,-0.06,-0.36,0.04,-0.32,
