Date,Month,FuturePrice,Last Future,Price Move,Gross Withdrawals,Gross Withdrawals from Gas Wells,Gross Withdrawals from Oil Wells,Gross Withdrawals from Shale Gas,Gross Withdrawals from Coalbed Wells,Repressuring,Nonhydrocarbon Gases Removed from Natural Gas,Vented and Flared,Marketed Production,Plant Liquids Production (Million Cubic Feet),Dry Production,Delivered to Consumers,Residential Consumption,Deliveries to Commercial Consumers,Industrial Consumption,Vehicle Fuel Consumption,Deliveries to Electric Power Consumers,Delta Gross Withdraw,Delta Withdraws from Gas Wells,Delta Withdraw from Oil Wells,Delta Withdrawals from Shale Gas,Delta Withdrawals from Coalbed Wells,Delta Repressuring,Delta Nonhydrocarbon Gases Removed,Delta Vented and Flared,Delta Marketed Production,Delta Plant Liquids Production,Delta Dry Production,Delta Delivered to Consumers,Delta Residential Consumption,Delta Deliveries to Commercial,Delta Industrial Consumption,Delta Vehicle Fuel Consumption,Delta Deliveries to Electric Power,Imports,Pipeline Imports,Liquefied Imports,Exports,Pipeline Exports,Liquefied Exports,Working Storage,Net Withdraws,Delta Imports,Delta Pipeline Imports,Delta Liquefied Imports,Delta Exports,Delta Pipeline Exports,Delta Liquefied Exports,Delta Working Storage,Delta Net Withdraws,Non-Comm Net Stded,Delta Non-Comm Net,HDD Region 1,HDD Region 2,HDD Region 3,HDD Region 4,HDD Region 5,HDD Region 6,HDD Region 7,HDD Region 8,HDD Region 9,HDD CONUS,HDD Delta Avg Region 1,HDD Delta Avg Region 2,HDD Delta Avg Region 3,HDD Delta Avg Region 4,HDD Delta Avg Region 5,HDD Delta Avg Region 6,HDD Delta Avg Region 7,HDD Delta Avg Region 8,HDD Delta Avg Region 9,HDD Delta Avg CONUS,
1-Jan-2001,1,6.097,9.805,-3.708,2096948,1546300,550648,0,0,294944,39487,9285,1753237,81309,1671928,2505011,976677,500267,686540,1235,340292,41512,45611,-4099,0,0,-2828,-2554,2298,44601,-4601,49202,0,113777,48391,0,155,0,373077,354873,18204,25547,19929,5618,1265496,495576,47180,41781,5398,7771,0,14,-494971,-286488,-4295,-11191,40.4,37.4,40.4,41.4,22.4,28.9,20.9,31.8,20.3,29.7,1.02,1.02,-0.74,-2.72,3.68,4.66,4.44,3.6,2.84,2.06,
1-Feb-2001,2,5.279,6.097,-0.818,1910051,1403555,506496,0,0,282706,37807,6979,1582557,73394,1509163,2156873,780482,422407,640026,1115,312843,1487,17466,-15979,0,0,-2005,-3107,-2153,8750,-5737,14487,0,5247,1653,0,105,0,328289,306190,22099,26882,23126,3756,912366,339432,28182,16237,11944,5867,0,-1847,-391198,-110932,3312,7606,37.3,33.3,37,44,14.6,18.6,13,28.3,19.3,25.3,2.24,1.2,3.56,10.38,-1.4,-1.16,0.98,3.54,2.94,2.06,
1-Mar-2001,3,5.621,5.279,0.342,2116381,1563329,553051,0,0,300480,41472,7675,1766754,81936,1684817,2086568,681884,375688,664918,1235,362843,40928,54062,-13135,0,0,-2052,-2420,950,44450,-4661,49110,0,131623,28020,0,155,0,358103,334858,23245,32121,26510,5611,741551,182681,51507,43073,8433,11616,0,1797,-411668,30570,8725,5414,32.3,30.2,31.1,32,13.9,18.6,11.8,19.1,12.1,20.8,3.02,3.62,2.94,3.6,1.94,3.48,3.16,0,-1.1,2.04,
1-Apr-2001,4,5.078,5.621,-0.543,2028145,1502213,525932,0,0,277559,38538,8736,1703310,78994,1624316,1663832,400728,255361,622054,1195,384494,70154,71459,-1306,0,0,-511,-4294,120,74836,-2886,77722,0,-158,-29,0,150,0,318573,296560,22013,23637,18009,5628,992263,-279050,24557,21923,2635,6622,0,-72,-210255,-233348,-25968,-34693,18.9,15.4,13.1,12.8,5.2,4.9,1.5,12.8,12.4,10.1,-0.72,-1.18,-4.2,-3.7,-0.76,-3.04,-1.96,-1.14,2.7,-1.28,
1-May-2001,5,3.738,5.078,-1.34,2070749,1553485,517264,0,0,259780,39302,8523,1763141,81769,1681372,1385163,209327,164146,576532,1235,433923,69402,70731,-1330,0,0,347,-3747,1474,71324,-3296,74620,0,-19112,-16513,0,155,0,321878,294734,27144,28981,23268,5713,1440096,-479091,34085,20118,13968,9171,0,-27,6996,-247896,-56634,-30666,7.4,5.5,5.1,4.8,1.1,0.8,0.1,5.1,2.8,3.3,-1.64,-1.18,-1.68,-1.02,-0.5,-0.62,-0.12,-0.9,-2.38,-1.08,
1-Jun-2001,6,3.397,3.738,-0.341,1993266,1479003,514263,0,0,264880,35021,7797,1685568,78171,1607397,1313119,146837,135449,536820,1195,492819,29257,31213,-1956,0,0,1877,-7196,384,34192,-4860,39052,0,-7346,-11686,0,150,0,317414,290824,26589,24554,20751,3803,1882431,-440851,21368,12295,9072,8305,0,11,165124,-156392,-49955,6679,1.4,1.2,2.3,1.7,0.1,0.1,0,1.7,1.8,1,-0.78,-0.14,0.8,0.28,-0.16,-0.02,0,-0.22,-0.28,-0.06,
1-Jul-2001,7,3.296,3.397,-0.101,2041970,1527743,514227,0,0,255353,41659,7775,1737185,80565,1656620,1459919,123777,130415,570067,1235,634425,24025,33280,-9254,0,0,-3334,-1735,-2246,31342,-5205,36547,0,-4586,-6495,0,155,0,364571,339472,25099,31219,25521,5698,2260763,-384901,42286,46093,-3807,11673,0,72,258065,-95623,-47354,2601,0.6,0.4,0.3,0.1,0,0,0,0,0.5,0.1,0.42,0.28,0.08,-0.14,0,0,0,-0.14,0.1,0.04,
1-Aug-2001,8,2.415,3.296,-0.881,2056737,1537215,519522,0,0,270407,40447,8596,1737283,80570,1656714,1528483,116934,133687,589875,1235,686753,18715,33172,-14458,0,0,878,-2467,1755,18545,-5848,24394,0,-5474,-16601,0,155,0,353338,334220,19118,28965,23248,5717,2575798,-307170,35030,38855,-3825,8190,0,90,376802,-111156,-67256,-19902,0.1,0,0,0.2,0,0,0,0,0.3,0,-0.34,-0.28,-0.3,0,0,0,0,-0.14,0.04,-0.12,
1-Sep-2001,9,1.925,2.415,-0.49,2009185,1487642,521543,0,0,274060,38222,8218,1688682,78316,1610366,1360871,127482,143342,578590,1195,510262,22159,29696,-7537,0,0,-69,-4207,976,25458,-5311,30768,0,-13284,-5267,0,150,0,314864,293037,21827,33517,27806,5711,2944267,-371933,10021,9906,114,12949,0,91,449975,-81258,-53721,13535,3.7,3.3,4.8,4.4,1.2,1.6,0.3,2,1.1,2.4,-0.5,0.14,1.24,0.6,0.58,0.94,0.04,-1.36,-0.38,0.34,
1-Oct-2001,10,3.183,1.925,1.258,2097034,1543334,553700,0,0,295187,36399,8053,1757397,81502,1675894,1507428,237466,185356,617291,1235,466080,-714,6014,-6728,0,0,-1997,-6366,232,7418,-6487,13904,0,1667,4326,0,155,0,326114,314389,11725,34452,26827,7625,3143972,-189516,1587,17252,-15665,11382,0,79,411705,51833,-31328,22393,13,11,13,13.8,5.6,7.5,2.7,9.5,4.8,8.2,-2.3,-1.36,0.66,1.64,1.1,1.94,0.44,-1.58,-1.6,-0.08,
1-Nov-2001,11,2.606,3.183,-0.577,2006035,1465831,540204,0,0,291512,35341,7803,1671377,77513,1593864,1561970,360721,230554,618950,1195,350549,6314,6658,-344,0,0,-1387,264,900,6535,-6195,12731,0,-121879,-59470,0,150,0,291044,283195,7850,41840,36149,5692,3254099,-72614,-38715,-27372,-11342,17073,0,-44,811905,-360913,-49399,-18071,20.6,17.7,17.2,17.9,7.6,10.2,6.1,18.3,12,13.2,-4.58,-5.62,-8.6,-9.9,-4.08,-5.28,-3.24,-2.74,-1.3,-4.72,
1-Dec-2001,12,2.774,2.606,0.168,2074278,1519758,554521,0,0,303963,39044,7472,1723803,79944,1643859,1965873,609025,346038,642556,1235,367018,3665,-4353,-324,0,0,2252,-4905,990,5333,-6461,11793,0,-305314,-126087,0,155,0,309673,296461,13212,41564,35916,5648,2903514,351862,-61752,-56915,-4837,18943,0,31,1184588,-367892,-82716,-33317,28.7,26.2,30.2,33.5,13.5,18.9,14.5,30.7,19.6,22.5,-4.36,-5.14,-6.3,-6.42,-4.24,-4.92,-2.98,1.3,1.32,-3.4,
1-Jan-2002,1,2.006,2.774,-0.768,2057728,1520193,537535,0,0,305492,42936,8557,1700744,81851,1618892,2319273,815227,435234,686108,1270,381434,-39220,-26107,-13113,0,0,10548,3449,-728,-52493,542,-53036,-185738,-161450,-65033,-432,35,41142,343481,335437,8043,34491,28835,5656,2343861,546498,-29596,-19436,-10161,8944,8906,38,1078365,50922,-103928,-21212,32.7,30.5,33.4,36.6,17.7,22.8,16.3,30.1,19.9,25.2,-6.52,-5.46,-7.18,-6.18,-1.16,-1.74,-0.5,1.52,1.9,-2.4,
1-Feb-2002,2,2.388,2.006,0.382,1858737,1368103,490635,0,0,289489,39033,7298,1522916,73293,1449623,2090786,712863,399911,632621,1147,344243,-51314,-35452,-15861,0,0,6783,1226,319,-59641,-101,-59540,-66087,-67619,-22496,-7405,32,31400,305917,298346,7571,30383,26591,3792,1837865,464117,-22372,-7844,-14528,3501,3465,36,925499,124685,-49748,54180,33,29.5,33,34.3,16.5,23,17.6,27.5,15.5,23.8,-1.64,-1.98,0.06,-0.3,1.36,4.32,5.78,1.96,-1.7,0.72,
1-Mar-2002,3,3.472,2.388,1.084,2061811,1526142,535668,0,0,307574,44297,8483,1701456,81886,1619570,2096915,660430,372845,655854,1270,406516,-54570,-37187,-17383,0,0,7094,2825,808,-65298,-50,-65247,10347,-21454,-2843,-9064,35,43673,332596,322445,10151,38141,32483,5658,1517794,320090,-25507,-12413,-13094,6020,5973,47,776243,137409,22800,72548,28.1,25.2,30.7,34.3,11.2,15.3,10.8,22.9,15.5,20.1,-0.98,-1.14,3.22,6.4,-0.36,0.46,2.34,4.04,2.4,1.66,
1-Apr-2002,4,3.795,3.472,0.323,1978245,1474364,503881,0,0,283805,42545,7703,1644193,79130,1565063,1734549,415196,267206,646534,1229,404384,-49900,-27849,-22051,0,0,6246,4007,-1033,-59117,136,-59253,70717,14468,11845,24480,34,19890,315116,297903,17213,39194,31740,7454,1658541,-125786,-3457,1343,-4800,15557,13731,1826,666278,153264,44857,22057,17,14.5,16.2,15.9,4.2,4.9,1.9,10.5,9.8,9.8,-2.4,-1.74,0.22,0.54,-1.54,-2.16,-1.1,-3.58,-0.8,-1.26,
1-May-2002,5,3.28,3.795,-0.515,2027979,1530867,497113,0,0,264249,44064,8425,1711242,82357,1628885,1470504,255083,192070,611973,1270,410108,-42770,-22618,-20151,0,0,4469,4762,-98,-51899,588,-52487,85341,45756,27924,35441,35,-23815,319404,291312,28092,39459,37576,1882,1968125,-321581,-2474,-3422,948,10478,14308,-3831,528029,157510,13086,-31771,10.7,8.7,10.3,9,2.3,2.8,0.5,6.6,6,6,2.34,2.74,4.42,3.76,0.92,1.52,0.28,0.78,1.24,2.04,
1-Jun-2002,6,3.449,3.28,0.169,1969276,1473359,495917,0,0,270075,42627,8007,1648568,79340,1569228,1453967,159973,146151,595674,1229,550941,-23990,-5644,-18346,0,0,5195,7606,210,-37000,1169,-38169,140848,13136,10702,58854,34,58122,318002,292178,25824,44939,39327,5612,2308175,-341023,588,1354,-765,20385,18576,1809,425744,99828,-7597,-20683,3.1,1,1,0.6,0,0,0,1.6,3.6,1.2,0.86,-0.46,-0.76,-0.92,-0.26,-0.14,0,-0.46,1.5,0.1,
1-Jul-2002,7,2.891,3.449,-0.558,2036905,1538781,498124,0,0,265952,43546,8219,1719187,82739,1636448,1602849,125065,136841,605786,1270,733887,-5065,11038,-16103,0,0,10599,1887,444,-17998,2174,-20172,142930,1288,6426,35719,35,99462,344641,323240,21400,45032,39426,5607,2538634,-241508,-19930,-16232,-3699,13813,13905,-91,277871,143393,-59993,-52396,0.3,0.1,0,0.1,0,0,0,0,0.2,0,0,-0.08,-0.2,-0.12,0,0,0,-0.14,-0.22,-0.06,
1-Aug-2002,8,3.483,2.891,0.592,2018574,1516307,502267,0,0,281466,43742,9026,1684340,81062,1603278,1582079,115678,135717,611822,1270,717592,-38163,-20908,-17255,0,0,11059,3295,430,-52943,492,-53436,53596,-1256,2030,21947,35,30839,356013,331839,24174,46511,40905,5607,2773379,-235830,2675,-2381,5056,17546,17657,-110,197581,71340,-12322,47672,0.4,0.2,0.1,0.3,0,0,0,0.2,0.5,0,-0.02,-0.06,-0.2,0.08,0,0,0,0.1,0.24,-0.12,
1-Sep-2002,9,3.742,3.483,0.259,1922715,1424105,498610,0,0,278559,43324,7863,1592968,76665,1516304,1408599,123904,141457,573310,1229,568699,-86470,-63537,-22933,0,0,4499,5102,-355,-95714,-1651,-94062,47728,-3578,-1885,-5280,34,58437,335594,318707,16886,46563,40952,5611,3041639,-268743,20730,25670,-4941,13046,13146,-100,97372,103190,12214,24536,2.4,1.3,1.8,2.9,0.1,0.1,0,3,1.5,1.3,-1.6,-1.84,-1.84,-0.76,-0.64,-0.7,-0.24,0.16,0.22,-0.74,
1-Oct-2002,10,4.126,3.742,0.384,1976488,1457092,519395,0,0,301723,36927,7592,1630246,78459,1551787,1506936,250573,199288,613448,1270,442357,-120546,-86242,-34305,0,0,6536,528,-461,-127151,-3043,-124107,-492,13107,13932,-3843,35,-23723,343427,316006,27421,42109,36495,5614,3115902,-86942,17313,1617,15696,7657,9668,-2011,-28070,102574,25839,13625,16.3,13.8,16,19.2,4.2,4.7,3.3,12.8,7.5,9.9,1.56,1.74,3.62,6.86,-0.54,-1.2,0.9,2.24,1.66,1.72,
1-Nov-2002,11,4.14,4.126,0.014,1979436,1456391,523045,0,0,297759,39206,8225,1634246,78651,1555595,1766395,483192,298091,632273,1229,351612,-26599,-9440,-17159,0,0,6247,3865,422,-37131,1138,-38269,204425,122471,67537,13323,34,1063,330544,308739,21804,54589,48942,5647,2928627,198076,39500,25544,13954,12749,12793,-45,-325472,270690,-6306,-32145,25.9,23.7,27.3,28.8,13.1,17.6,11.3,21.1,11.3,18.7,2.38,2.28,4.42,4.3,2.76,3.68,2.68,0.54,-1.78,2.26,
1-Dec-2002,12,4.789,4.14,0.649,2053385,1509154,544230,0,0,309002,39928,9781,1694674,81559,1613115,2214167,771634,419358,661782,1270,360123,-20893,-10604,-10291,0,0,5039,884,2309,-29129,1615,-30744,248294,162609,73320,19226,35,-6895,370729,350581,20147,54821,49118,5703,2375233,560454,61056,54120,6935,13257,13202,55,-528281,208592,13400,19706,36.2,34.5,35.9,35.2,19.8,23.9,16.3,28.5,18.1,26.1,3.44,3.66,0.46,-2.92,2.58,0.38,-1.22,-1.48,-0.58,0.56,
1-Jan-2003,1,5.444,4.789,0.655,2056766,1506749,550017,0,15668,312663,44672,8748,1690682,74131,1616551,2532736,945975,514945,687821,1552,382443,-962,-13444,12482,0,0,7171,1736,191,-10062,-7720,-2341,213463,130748,79711,1713,282,1009,359168,336055,23113,58449,52795,5654,1522318,839563,15687,618,15070,23958,23960,-2,-821543,293065,47306,33906,45.5,42.5,45.2,44,24.2,30.7,20,23.9,13.3,30.2,7.78,8.04,6.82,3.4,5.64,6.86,3.86,-4.58,-5.06,3.46,
1-Feb-2003,2,9.577,5.444,4.133,1880691,1371901,508789,0,14407,295078,40790,7713,1537109,67398,1469711,2346489,884238,482485,643666,1402,334698,21954,3798,18154,0,0,5589,1757,415,14193,-5895,20088,255703,171375,82574,11045,255,-9545,308804,287797,21007,56393,50784,5609,850501,677032,2887,-10549,13436,26010,24193,1817,-987364,212915,33690,-13616,42.3,40,42.5,42.8,19,24.5,17,27.1,17,28.5,7.8,8.72,9.98,8.84,3.46,5.02,4.58,1.48,-0.02,5.4,
1-Mar-2003,3,5.077,9.577,-4.5,2104114,1554621,549492,0,16011,311839,43920,9114,1739241,76260,1662980,2041522,674582,388190,615956,1552,361243,42303,28479,13824,0,0,4265,-377,631,37785,-5626,43410,-55393,14152,15345,-39898,282,-45273,324364,293362,31002,51851,46247,5604,730055,135345,-8232,-29083,20851,13710,13764,-54,-787739,-184745,-18838,-52528,30.7,27.1,27.9,28.6,9.8,12.3,8.6,19,12.4,18.1,2.4,1.16,-0.3,-0.74,-2.3,-3.44,-0.84,-0.94,-1.64,-0.96,
1-Apr-2003,4,5.236,5.077,0.159,2007565,1494461,513104,0,15530,290170,43334,8731,1665329,73020,1592310,1603853,414495,261069,574624,1502,352164,29320,20097,9223,0,0,6365,789,1028,21136,-6110,27247,-130696,-701,-6137,-71910,273,-52220,314655,281973,32682,48831,43194,5637,893321,-157700,-461,-15930,15469,9637,11454,-1817,-765220,-31914,-3684,15153,21.8,17.9,16,14.5,6,5.3,2.3,12.5,12.7,11.5,3.38,2.5,0.84,-0.1,0.94,-0.62,-0.04,-0.52,1.94,1.12,
1-May-2003,5,5.9,5.236,0.664,2016922,1519868,497053,0,16100,274284,33199,8978,1700460,74560,1625900,1379497,247693,179065,557167,1552,394021,-11057,-10999,-60,0,0,10035,-10865,553,-10782,-7797,-2985,-91007,-7390,-13005,-54806,282,-16087,325157,279344,45814,48519,44695,3825,1297563,-411951,5753,-11968,17722,9060,7119,1943,-670562,-90370,23349,27034,10.5,8.3,7.5,6.4,1.7,0.8,0.2,6.2,5.8,4.8,2.4,2.56,1.96,1.24,0.42,-0.34,-0.02,0.2,0.26,0.82,
1-Jun-2003,6,5.697,5.9,-0.203,1970130,1472112,498018,0,15615,278902,36154,8384,1646690,72202,1574488,1240196,157454,134302,511339,1502,435598,854,-1247,2101,0,0,8827,-6473,377,-1878,-7138,5260,-213771,-2519,-11849,-84335,273,-115343,306878,258964,47914,51924,48406,3518,1765182,-469296,-11124,-33214,22090,6985,9079,-2094,-542993,-128273,5431,-17918,2.8,2.1,2.2,1.8,0.3,0.3,0,1.9,1.3,1.3,0.54,0.82,0.52,0.24,0.2,0.22,0,-0.2,-1.18,0.16,
1-Jul-2003,7,4.693,5.697,-1.004,1991705,1496631,495074,0,15492,274855,42238,7431,1667181,73101,1594080,1464704,126624,131884,574374,1552,630270,-45200,-42150,-3050,0,0,8903,-1308,-788,-52006,-9638,-42368,-138145,1559,-4957,-31412,282,-103617,340532,282729,57803,48707,42143,6564,2125887,-361389,-4109,-40511,36403,3675,2717,957,-412747,-119881,-70493,-75923,0.1,0,0,0.1,0,0,0,0,0.1,0,-0.2,-0.16,-0.12,-0.02,0,0,0,-0.06,-0.32,-0.04,
1-Aug-2003,8,5.038,4.693,0.345,2033633,1522279,511355,0,16355,282283,42264,8030,1701056,74586,1626469,1512522,115852,130829,580776,1552,683513,15059,5972,9088,0,0,817,-1478,-996,16716,-6476,23191,-69557,174,-4888,-31046,282,-34079,331628,282616,49012,50962,45796,5166,2435746,-310470,-24385,-49223,24838,4451,4891,-441,-337633,-74640,-82125,-11632,0.3,0.1,0,0.1,0,0,0,0.1,0.1,0,-0.1,-0.12,-0.16,-0.06,0,0,0,0.02,-0.26,-0.08,
1-Sep-2003,9,4.83,5.038,-0.208,1976511,1464096,512415,0,15675,287869,41870,7947,1638825,71858,1566968,1299128,128621,136088,564407,1502,468510,53796,39991,13805,0,0,9310,-1454,84,45857,-4807,50664,-109471,4717,-5369,-8903,273,-100189,320676,266841,53835,53337,47834,5503,2845276,-411056,-14918,-51866,36949,6774,6882,-108,-196363,-142313,-102096,-19972,2.5,1.8,4,4.8,0.4,0.9,0.2,3.5,0.9,1.8,-0.96,-0.88,0.7,1.08,-0.26,0.14,-0.04,0.58,-0.5,-0.12,
1-Oct-2003,10,4.486,4.83,-0.344,2057161,1520182,536979,0,16251,312167,42421,7977,1694596,74303,1620293,1417234,231558,176727,598581,1552,408817,80673,63090,17584,0,0,10444,5494,385,64350,-4156,68506,-89702,-19015,-22561,-14867,282,-33540,331005,273482,57523,62314,54715,7598,3130211,-284134,-12422,-42524,30102,20205,18220,1984,14309,-197192,-122147,-20051,15.8,13.8,14.2,11.9,4.8,5.3,1.5,7.4,3.4,8,1.06,1.62,1.42,-1.6,0.26,-0.04,-0.92,-3.4,-2.66,-0.32,
1-Nov-2003,11,5.05,4.486,0.564,1977961,1456967,520994,0,15409,308053,42471,7353,1620085,71036,1549049,1616154,413663,256260,596599,1502,348129,-1475,576,-2051,0,0,10294,3265,-872,-14161,-7615,-6546,-150241,-69529,-41831,-35674,273,-3483,316721,269978,46743,71867,66171,5696,3037956,86599,-13823,-38761,24939,17278,17229,49,109329,-111477,-144093,-21946,22.3,19.1,22.2,27.9,7.9,11,7.7,22.8,16.1,16.1,-0.9,-1.96,-0.46,3.76,-2.34,-2.66,-0.74,2.3,3.04,-0.16,
1-Dec-2003,12,6.6,5.05,1.55,2045819,1501934,543885,0,16234,319617,45390,7706,1673106,73361,1599746,2108690,738596,387647,645086,1552,335810,-7566,-7220,-345,0,0,10615,5462,-2075,-21568,-8198,-13369,-105477,-33038,-31711,-16696,282,-24313,364161,324089,40072,76769,71068,5701,2562619,474477,-6568,-26492,19925,21948,21950,-2,187386,-85977,-51511,92582,33.5,32,33.6,35.5,19.6,24.5,15.9,27.6,18.4,25.4,0.36,0.56,-2.26,-2.56,2.06,1.1,-1.18,-1.74,0,-0.18,
1-Jan-2004,1,5.716,6.6,-0.884,2062805,1532749,530055,0,103412,325688,54960,7759,1674398,79493,1594905,2512844,962910,506719,680076,1737,361401,6039,26000,-19962,0,87744,13025,10288,-989,-16284,5362,-21646,-19892,16935,-8226,-7745,185,-21042,373195,319783,53413,67024,61908,5116,1751044,815333,14027,-16272,30300,8575,9113,-538,228726,-24230,-102115,-50604,47.9,44.2,45,45.4,21.9,26.5,16.2,30.7,19.3,30.8,8,7.2,4.46,3.9,1.66,0.7,-1.12,2.92,1.72,2.84,
1-Feb-2004,2,5.077,5.716,-0.639,1920843,1418026,502817,0,96020,310528,51828,7030,1551457,73656,1477801,2358946,857450,477627,648777,1625,373466,40152,46125,-5972,0,81613,15450,11038,-683,14348,6258,8090,12457,-26788,-4858,5111,223,38768,345930,296970,48959,69805,64634,5171,1155757,602529,37126,9173,27952,13412,13850,-438,305256,-74503,-88987,13127,37.3,36.2,38.4,39.9,19.3,24.4,17.4,29.3,17.9,27.3,0.72,2.64,3.04,3.26,3.02,3.94,4.2,3.54,0.96,2.86,
1-Mar-2004,3,5.746,5.077,0.669,2076537,1538681,537855,0,102826,329049,54393,7921,1685174,80004,1605170,1952607,591428,357088,627150,1737,375203,-27577,-15940,-11637,0,86815,17210,10473,-1193,-54067,3744,-57810,-88915,-83154,-31102,11194,185,13960,348992,299959,49033,90982,85376,5606,1058411,103770,24628,6597,18031,39131,39129,2,328356,-31575,3752,92740,28.4,24.9,24.4,23.9,9.9,11,4.6,14.7,8.3,15.4,-0.54,-1.54,-3.98,-4.98,-1.58,-4,-4.4,-4.78,-5.58,-3.48,
1-Apr-2004,4,5.874,5.746,0.128,1995315,1494374,500941,0,99998,305294,52800,8001,1629220,77348,1551873,1609746,379642,253143,585952,1681,389328,-12250,-87,-12163,0,84468,15124,9466,-730,-36109,4328,-40437,5893,-34853,-7926,11328,179,37164,325105,279043,46061,61916,56277,5639,1252455,-203058,10450,-2930,13379,13085,13083,2,359134,-45358,5791,2038,18.3,15.4,15.2,14.2,5.9,7.3,2.8,11.3,7.8,10.2,-0.92,-0.66,-0.14,-0.38,0.66,1.76,0.68,-1.16,-3.18,-0.32,
1-May-2004,5,6.684,5.874,0.81,2001333,1514712,486621,0,101820,284773,54980,7371,1654209,78534,1575675,1441557,213645,172982,568079,1737,485114,-15589,-5156,-10432,0,85720,10489,21781,-1607,-46251,3974,-50225,62060,-34048,-6083,10912,185,91093,326541,273379,53162,60968,59059,1909,1623759,-381824,1384,-5965,7348,12449,14364,-1916,326196,30127,59300,53509,7.1,3.7,5.6,6.6,0.7,1.1,0.5,5.4,3.9,3.4,-1.96,-2.96,-0.86,0.72,-0.74,-0.04,0.24,-0.64,-1.24,-0.88,
1-Jun-2004,6,6.118,6.684,-0.566,1965797,1478979,486818,0,99493,284786,53853,8062,1619097,76867,1542230,1356266,144885,138786,562774,1681,508140,-4333,6867,-11200,0,83878,5884,17699,-322,-27593,4665,-32258,116070,-12569,4484,51435,179,72542,341934,284744,57190,64227,60439,3788,2022935,-399756,35056,25780,9276,12303,12033,270,257753,69540,3128,-56172,3.1,1.5,1.6,1.9,0.1,0,0,2,1.1,1.1,0.88,0.22,-0.02,0.44,-0.02,-0.1,0,0.18,-1.14,0,
1-Jul-2004,7,6.022,6.118,-0.096,2019157,1527786,491371,0,102088,286719,55474,8474,1668490,79212,1589277,1452339,124882,128669,570650,1737,626401,27452,31155,-3703,0,86596,11864,13236,1043,1309,6111,-4803,-12365,-1742,-3215,-3724,185,-3869,374651,299561,75090,67031,61405,5627,2394569,-364361,34119,16832,17287,18324,19262,-937,268682,-2972,-28098,-31225,0.1,0,0.3,0.5,0,0,0,0.4,0.2,0.1,-0.2,-0.16,0.18,0.36,0,0,0,0.34,-0.2,0.06,
1-Aug-2004,8,5.074,6.022,-0.948,2016570,1512791,503779,0,101290,297302,57205,7971,1654093,78529,1575564,1445892,119809,128662,583113,1737,612571,-17063,-9488,-7576,0,84935,15019,14941,-59,-46963,3943,-50905,-66630,3957,-2167,2337,185,-70942,360244,300740,59504,67491,61887,5604,2742614,-347766,28616,18124,10492,16529,16091,438,306868,-37296,-48541,-20443,0.6,0.4,1.5,1.8,0,0.1,0,0.8,0.2,0.5,0.18,0.2,1.36,1.62,0,0.1,0,0.7,-0.14,0.44,
1-Sep-2004,9,5.723,5.074,0.649,1909243,1424864,484379,0,100274,298501,52329,8037,1550376,73605,1476771,1357712,124924,132058,569609,1681,529440,-67268,-39232,-28036,0,84599,10632,10459,90,-88449,1747,-90197,58584,-3697,-4030,5202,179,60930,344621,287583,57038,74439,66966,7474,3056550,-325388,23945,20742,3203,21102,19132,1971,211274,85668,4141,52682,3,1.4,1.8,1.9,0.2,0.3,0,3.5,1.9,1.4,-0.36,-1.26,-2.02,-2.46,-0.5,-0.62,-0.28,0.24,0.62,-0.66,
1-Oct-2004,10,8.402,5.723,2.679,2009174,1493725,515448,0,103562,324678,55273,8800,1620423,76930,1543492,1426546,216417,175142,593409,1737,439841,-47987,-26457,-21531,0,87311,12511,12852,823,-74173,2627,-76801,9312,-15141,-1585,-5172,185,31024,335533,287786,47748,61174,55845,5329,3302235,-247256,4528,14304,-9775,-1140,1130,-2269,172024,36878,25438,21296,14.5,12.3,12.4,12.2,3.5,2.7,0.7,10.5,7,7.9,-0.62,-0.4,-0.94,-1.48,-1.28,-2.9,-1.76,0.38,1.58,-0.54,
1-Nov-2004,11,7.62,8.402,-0.782,1969226,1457249,511978,0,100896,321570,54922,9015,1583720,75188,1508532,1647979,407202,256336,606591,1681,376169,-8735,282,-9016,0,85487,13517,12451,1662,-36365,4152,-40517,31825,-6461,76,9992,179,28040,368685,327506,41179,86431,80824,5607,3244547,63691,51964,57528,-5564,14564,14653,-89,206591,-22908,-54773,-80211,24,21.4,22.1,23.7,9.2,11.2,7.7,22.3,15.7,16.4,1.24,0.88,-0.6,-1.36,-0.76,-2.2,-1.02,1.1,2.16,0.08,
1-Dec-2004,12,6.213,7.62,-1.407,2023680,1491312,532368,0,104428,332768,56108,7970,1626834,77235,1549599,2176020,725603,401760,660229,1737,386690,-22139,-10622,-11517,0,88194,13151,10718,264,-46272,3874,-50147,67330,-12993,14113,15143,185,50880,413128,349489,63638,82649,77051,5599,2696075,570648,48967,25400,23566,5880,5983,-102,133456,96171,-113153,-58379,36.1,33.1,35.8,35,23.9,26.6,20.7,34.5,23.5,28.7,2.2,0.7,-0.62,-3.1,5.16,2.24,3.66,5.56,5.5,2.68,
